PM10_GRIMM,PM25_GRIMM,PM1_GRIMM,PM10_OPC_N2_1,PM25_OPC_N2_1,PM1_OPC_N2_1,PM10_OPC_N2_2,PM25_OPC_N2_2,PM1_OPC_N2_2,PM25_NOVA,PM10_NOVA,PM25_EVM7,Temperature_dht11_1,RH_dht11_1,Temperature_dht11_2,RH_dht11_2,Temperature_kestrel,RH_kestrel,Wind_Speed_KESTREL
537.91,496.68,453.12,336.8041439056,320.8192195894,271.3781013489,301.6901075574,291.9861806233,243.5549384223,NA,NA,NA,33,70.5,34,62,33,62.7416666667,0
520.09,481.43,440.68,342.4317196117,333.3513722139,282.0090798771,310.3960948271,299.2484059053,249.8769199148,NA,NA,NA,33,71,34,62.3529411765,33.0666666667,62.9333333333,0
554.09,513.41,470.03,329.581367044,324.0085305606,275.1159434598,302.8112148709,293.6599629719,246.4222488404,NA,NA,NA,33,70.9411764706,34,62.6111111111,33.1,62.7916666667,0
624.2,580.15,534.26,354.3736356847,335.1947488224,284.3894563562,314.5025634766,304.9097943987,255.2039609637,NA,NA,NA,33,71,34,62.7142857143,33.1666666667,62.9166666667,0
593.9,560.99,516.49,363.4981765746,353.9548454284,299.7263698577,331.7731955391,321.158076695,268.2359815325,NA,NA,NA,33,71.75,34,63,33.2,63.0166666667,0
740.68,696.79,640.46,369.1995705054,364.5385372765,306.7757857475,331.6605445014,325.4689924451,271.3705952963,NA,NA,NA,33,71.4736842105,34,62,33.2,62.6166666667,0
842.39,795.15,733.33,414.2259934368,402.2834400851,334.6746897978,390.4828060373,380.8479955337,312.6521247415,NA,NA,NA,33,71.9411764706,34,62.8823529412,33.2916666667,62.7,0
903.97,869.01,802.7,450.6368103028,439.5409020319,361.9534047445,422.7953853608,413.136428833,335.3336925506,NA,NA,NA,33,71.4444444444,34,62.875,33.3,62.75,0
1024.95,984.17,912.77,512.5082227918,506.7754567466,410.8325856528,479.5200949277,468.9165631462,375.8814804975,NA,NA,NA,33,72,34,62.5882352941,33.3,62.55,0
1182.61,1141.1,1055.48,554.7368392944,547.6981239319,439.4648723603,506.6746807098,496.7666473388,394.4768753051,NA,NA,NA,33,72,34,62.0625,33.3333333333,62.3333333333,0
1314.36,1279.3,1185.03,628.2860969095,617.2247422164,485.8801754223,566.7296104431,556.3640098572,435.0344848633,NA,NA,NA,33,71.9411764706,34,62,33.4,62.3416666667,0
1302.64,1267.45,1174.59,702.9743919372,692.3751449586,535.4834957124,635.3261287912,626.8442670036,480.9752879425,NA,NA,NA,33,71.5,34,62,33.4,62.05,0
1725.57,1695.25,1575.8,689.6579107986,678.6177721525,525.8710841129,628.6189155579,618.1420173645,475.6556663513,NA,NA,NA,33,71.4210526316,34,62,33.4,61.925,0
1845.53,1811.84,1685.72,817.602657742,805.3558654785,605.9336751303,748.4446029663,739.7527236938,551.3772544859,NA,NA,NA,33,71.3333333333,34,62,33.4,61.9166666667,0
1933.27,1894.59,1766.54,874.2066399069,864.2231409409,642.3096780216,776.7295819451,765.7693876378,566.997206744,NA,NA,NA,33,71.2352941176,34,61.9411764706,33.5,62.1416666667,0
1929.27,1888.34,1759,901.6922111512,890.2705421446,657.3546676636,829.4005398219,816.6226467556,597.1301608614,NA,NA,NA,33,70.875,34,61.8888888889,33.5,61.5,0
1887.84,1855.2,1728.11,895.2331321024,877.8393998581,649.5001331676,838.7209472658,827.3520698548,603.3335342408,NA,NA,NA,33,71,34,61.9375,33.5,61.55,0
1787.67,1753.53,1632.1,911.5345899794,899.8444044326,663.4218682183,836.6676093207,827.8435567219,603.3915642631,NA,NA,NA,33,71.3333333333,34,61.9444444444,33.5,61.7583333333,0
1615.93,1586.49,1476.72,887.9320638021,875.7964233398,649.0280558269,830.3267890083,817.0737982856,597.1432257758,NA,NA,NA,33,70.3333333333,34,61.6666666667,33.5,61.7166666667,0
1889.44,1857.83,1730.38,846.7884413775,833.7823270909,623.9280969958,765.0817296646,755.9214872472,561.90980081,NA,NA,NA,33,70.5294117647,34,61.4117647059,33.5,61.1166666667,0
1819.68,1782.97,1660.75,914.4919365777,903.4277377661,663.9699401856,846.4879218208,835.8304578993,606.9915669758,NA,NA,NA,33,71.0555555556,34,62,33.5,61.325,0
1937.94,1900.48,1772.27,908.0003814697,898.384841919,661.814212799,830.894947052,819.3589553833,597.6792488098,NA,NA,NA,33,70.5625,34,61.625,33.5,61.4833333333,0
2047.53,2015.31,1878.65,924.8679843479,912.8075290255,669.4635687935,852.9351411707,840.9984561696,610.0402688418,NA,NA,NA,33,71.4444444444,34,61.8823529412,33.5333333333,61.3083333333,0
2010.18,1976.76,1841.16,956.0425720214,944.7766587999,687.9830729167,879.6563541188,867.8786980124,624.9260469325,NA,NA,NA,33,70.8888888889,34,61.9411764706,33.5833333333,61.475,0
1832.59,1786.08,1660.86,951.7851562501,942.4294569228,686.0913052029,867.6419354607,857.4385878619,619.4673102885,NA,NA,NA,33,70.7222222222,34,61.5294117647,33.6,60.9583333333,0
1491.73,1447.7,1330.95,907.6489437326,892.9710477942,655.8390610638,806.3866218118,798.3846327838,584.2907750747,NA,NA,NA,33,70.2352941176,34,61.5294117647,33.5833333333,61.325,0
1268.99,1213.65,1115.27,775.6099683974,758.8477952746,573.5164896648,724.3443675322,706.926563936,526.159777473,NA,NA,NA,33,68.2222222222,34,60.6470588235,33.575,60.5583333333,0
1224.02,1181.65,1083.96,710.1520708869,692.202248966,532.5407678942,640.8404612822,625.764393526,476.7191826315,NA,NA,NA,33,68.0588235294,34,60,33.6,59.525,0
1520.64,1463.52,1329.63,695.936896829,680.9559362076,525.1854373707,637.5055847167,622.0810241699,472.3903316921,NA,NA,NA,33,68,34,60,33.6,59.3666666667,0
1208.28,1160.68,1061.23,787.5857788086,769.3121826171,578.7229980468,738.1795438879,717.1973697436,529.6930577895,NA,NA,NA,33,67.5333333333,34,59.9411764706,33.6,59.4916666667,0
1336.39,1290.37,1184.96,648.3272633272,637.2187212775,496.5735976274,609.6315680609,592.4850667319,454.8449605306,NA,NA,NA,33,67,34,59,33.6,59.0166666667,0
1333.29,1283.89,1181.34,736.8519325256,725.5951232909,554.9504470825,686.1020270453,666.3769632974,502.9883134631,NA,NA,NA,31.9375,73.5625,34,59.8888888889,33.6,59.4333333333,0
1376.49,1335.31,1226.91,719.1851976183,707.0705329047,543.1722429064,668.2564222547,657.3465101454,497.7770470512,NA,NA,NA,33,68.5555555556,34,60.0555555556,33.6,59.3583333333,0
1259.67,1212.69,1114.19,728.5700611787,711.0995627011,545.0538114659,666.7291356137,652.3978785464,493.1028394196,NA,NA,NA,33,69.5294117647,34,60.5263157895,33.6,59.8083333333,0
1204.14,1150.3,1055.23,704.0210786708,692.4537568934,533.2292695887,638.2181233724,623.8506184896,476.0482625323,NA,NA,NA,33,69.7647058824,34,60,33.6,59.35,0
1333.55,1292.17,1177.79,687.8216624541,677.5257891488,523.2530373966,606.9829101562,597.4001464844,459.1217939589,NA,NA,NA,33,68.7647058824,34,59.1666666667,33.6,58.9,0
1256.74,1215.07,1104.95,715.6059913636,705.4305229188,538.4119377135,651.4685953775,641.9378540038,486.165205892,NA,NA,NA,33,69.5625,34,59.4666666667,33.6333333333,58.7666666667,0
1378.09,1333.18,1202.98,724.826882755,710.2891953412,541.2680071661,640.3337097168,628.0368919374,477.2332839967,NA,NA,NA,33,68.7058823529,34,59.4375,33.6666666667,58.8,0
1546.51,1500.8,1336.47,733.0510671515,721.7071822317,547.6294812654,667.9514804417,656.5400865343,494.173755222,NA,NA,NA,33,68.9473684211,34,59.5555555556,33.7,58.7833333333,0
1702.72,1651.2,1448.48,763.0393138212,749.8125000001,562.4455925436,692.4948263729,682.9337230009,507.8041938332,NA,NA,NA,33,69.8823529412,34,60.4117647059,33.7,59.4833333333,0
2230.65,2181.2,1869.07,856.4944170784,844.1052102481,612.3888442096,771.4897867837,756.7461242675,547.5445488824,NA,NA,NA,33,69.7058823529,34,60.2777777778,33.7,59.4666666667,0
1979.66,1932.42,1667.41,949.8720499677,933.8010796442,657.0585801867,905.9998061235,885.2837201286,610.6407614315,NA,NA,NA,33,70.4444444444,34,60.7647058824,33.7,59.575,0
2012.25,1956.59,1680.69,934.510245187,917.9755597796,650.2840576171,849.2791105573,834.4162694027,584.179176732,NA,NA,NA,33,69.0714285714,34,60.1052631579,33.7,59.6083333333,0
1986,1933.98,1660.06,946.3607755963,930.4898938629,655.5254355983,859.0646829044,844.6369305779,589.6301305434,NA,NA,NA,33,68.4210526316,34,59,33.6916666667,58.5833333333,0
1639.5,1603.2,1392.9,914.9753150939,901.0145301819,640.2037315368,831.6913566589,817.1369476317,575.2559013366,NA,NA,NA,33,69.3125,34,59.6875,33.7,58.7583333333,0
1775.35,1735.72,1497.59,845.1858520508,834.6193455287,604.9353027343,760.5612373352,744.3500709534,537.8987388609,NA,NA,NA,33,68.5714285714,34,58.9375,33.7,58.425,0
1690.04,1644.21,1419.48,867.0397796631,854.1133308411,614.2033691407,800.8758544921,786.7025756836,559.0463829041,NA,NA,NA,33,68.25,34,58.9375,33.7,57.8833333333,0
1761.93,1717,1478.92,845.1610460783,832.6756945158,602.1128218802,772.0974527994,756.9312947591,542.5610826281,NA,NA,NA,33,67.3684210526,34,58.2777777778,33.7,57.725,0
1741.75,1700.73,1461.81,874.2446051703,857.5515814887,615.8360595703,791.6491928102,778.876018524,553.6066703797,NA,NA,NA,33,67.0555555556,34,58,33.7,57.4916666667,0
1889.38,1839.96,1575.82,854.3757595487,840.6038411458,605.3807576498,773.9723625183,760.3722953797,544.3868217468,NA,NA,NA,33,67.7777777778,34,58.75,33.7,57.6833333333,0
2033.99,1983.88,1688.87,895.7180463005,883.9316944794,628.6934993968,802.9659818762,789.7572452321,559.087014591,NA,NA,NA,33,67.1764705882,34,58.8235294118,33.7,57.8583333333,0
2230.95,2184.22,1847.6,937.1074218749,921.3704510858,646.6363130456,838.9707336426,823.1036173502,574.2627427842,NA,NA,NA,33,68.8235294118,34,58.3333333333,33.7,57.75,0
2272.87,2213.37,1863.39,969.0255306469,952.3127333698,660.2606955136,886.4833488464,867.4417724609,595.9118499756,NA,NA,NA,33,68.1176470588,34,58.875,33.6916666667,57.9,0
2458.93,2396.05,2000.33,1027.8935775756,998.7258796684,683.446723938,928.1688069663,910.9530802409,615.2982340495,NA,NA,NA,33,67.9375,34,59.8666666667,33.6416666667,58.7583333333,0
2206.43,2147.79,1803.94,1046.0341150618,1020.9708359665,691.4789069681,961.8682825423,939.1085959042,627.3721636604,NA,NA,NA,33,67.8823529412,34,59.8235294118,33.6916666667,58.8583333333,0
2031.71,1970.53,1658.4,1013.9182954683,992.6682739262,682.1241383273,916.9704780579,897.8574409484,608.3256530762,NA,NA,NA,33,67,34,59,33.7,58.2,0
1866.04,1815.83,1534.95,947.6355985752,925.6825202492,651.8516522576,855.4708213804,835.4638633729,577.6966781615,NA,NA,NA,33,67.5294117647,34,59,33.7,57.9416666667,0
1796.35,1743.41,1471.36,897.0384018842,882.1231330424,627.7726225012,810.8040879194,794.4037691004,558.1915247301,NA,NA,NA,33,67.4117647059,34,58.6470588235,33.7,57.6833333333,0
1794.86,1752.34,1477.09,879.8663437787,865.2664005056,616.7021161248,785.9300193788,771.8176460266,545.2325172424,NA,NA,NA,33,67.3529411765,34,59,33.7,57.8083333333,0
1791.76,1741.78,1464.22,865.9174194335,852.3929405212,607.9153556824,791.5620918274,775.6725349427,546.3220481873,NA,NA,NA,33,66.5,34,59,33.7,57.775,0
1949.84,1896.87,1594.14,862.3237412397,847.92507037,605.4692885456,784.551071167,767.6923522949,541.6705017089,NA,NA,NA,33,67,34,59,33.7,57.9916666667,0
1870.11,1823.67,1529.39,904.4069404604,886.2209739685,625.9717559815,817.3970167372,802.1457621257,559.3818732368,NA,NA,NA,33,66.8125,34,59.1111111111,33.7,57.9333333333,0
1591.98,1541.94,1294.37,894.2353248596,874.9722290039,618.5414695739,796.5438103927,781.9225303249,548.3344758687,NA,NA,NA,33,66.75,34,58.9473684211,33.7,58.1416666667,0
1665.34,1611.25,1350.49,816.4499104819,800.7058139376,575.7138977051,722.3586188422,708.8729858398,507.751341078,NA,NA,NA,33,66.8333333333,34,58.3888888889,33.7,57.6,0
1580.41,1533.06,1286.3,818.6246414184,799.5837059022,574.9933357239,728.9071807861,714.6076278687,510.9692096709,NA,NA,NA,33,66.9375,34,58.75,33.7,57.5083333333,0
1651.57,1605.89,1345.68,785.3307189941,769.990383572,559.053548177,717.4880752564,700.7798614503,503.3440017701,NA,NA,NA,33,66.2777777778,34,58.5625,33.7,57.5416666667,0
1721.08,1671.79,1399.13,812.503074646,798.3334770202,574.3817443848,735.2161326689,721.8892678652,515.4901248707,NA,NA,NA,33,67,34,58,33.7,57.4083333333,0
1773.41,1723.36,1437.02,848.9774983724,830.2961052788,593.0008782282,770.1056841681,754.8923627069,534.6395335479,NA,NA,NA,33,66.6111111111,34,58,33.7,57.3333333333,0
1795.02,1739.82,1449.7,862.2502373589,845.1857130261,600.5183749728,784.5631951225,767.3739454482,540.7291904025,NA,NA,NA,33,67.6666666667,34,58.0555555556,33.7,57.4333333333,0
1778.15,1725.39,1439.51,859.3405320909,843.0264485677,598.9384765624,788.6373596192,771.8767738343,542.4776306153,NA,NA,NA,33,67,34,58.5625,33.7,57.35,0
1741.2,1686.83,1406.87,852.8312602797,838.7789467258,596.4895822626,781.8143166935,765.3968721278,539.1377276253,NA,NA,NA,33,66.4210526316,34,58.2352941176,33.7,57.525,0
1717.02,1667.36,1391.6,851.492313385,838.1123275758,596.6679649353,772.2524337767,758.6361083986,535.7543411255,NA,NA,NA,33,66.4375,34,58.375,33.7,57.4666666667,0
1728.52,1676.18,1392.41,844.9973564148,829.0611839294,590.4420890808,770.1120076499,756.0428629555,534.2799031575,NA,NA,NA,33,66,34,58,33.7,57.3333333333,0
1741.75,1684.09,1403.56,852.8418514853,835.7138093647,595.5074912624,775.2430792914,759.0171813966,534.5498894586,NA,NA,NA,33,66.0526315789,34,58,33.7,57.2416666667,0
1727.77,1674.8,1392.88,860.5394323012,842.7888722138,598.8177705653,780.4103393554,766.5537848222,539.6134579308,NA,NA,NA,33,66.8235294118,34,58.4736842105,33.7,57.4416666667,0
1676.84,1617.47,1348.57,860.8650594075,847.2806437173,601.3192871094,782.1057775162,767.4434599035,540.3057717716,NA,NA,NA,33,66.8,34,58,33.7,57.4,0
1658.24,1607.23,1338.98,841.8730971392,827.9592931411,590.4532973346,774.3006591798,754.3804428997,534.2038933249,NA,NA,NA,33,66,34,58,33.7,57.1583333333,0
1658.95,1608.78,1339.94,835.2274627685,819.738368988,587.3510360717,761.7763707778,746.7422198129,528.9096177045,NA,NA,NA,33,66,34,58,33.7,57.325,0
1666.25,1606.79,1335.56,845.4642164443,827.7352701823,590.8572353787,758.2098927217,744.615033318,527.6714477539,NA,NA,NA,33,66.0555555556,34,58.5294117647,33.7,57.4333333333,0
1561.94,1521.2,1269.91,846.0728111266,828.7033309938,591.890926361,769.1972979378,755.0581449621,534.3632632985,NA,NA,NA,33,66.8125,34,59,33.7,57.825,0
1509.41,1462.8,1216.48,821.1115264892,806.371421814,578.7838020325,754.5406709558,737.4255371094,523.9771154066,NA,NA,NA,33,66.5625,34,59,33.7,57.6583333333,0
1491.02,1439.81,1197.64,799.291582893,785.4503281538,567.1228494083,725.2397281423,713.4730834961,510.0613528982,NA,NA,NA,33,66.8235294118,34,58.7647058824,33.7,57.6333333333,0
1463.43,1408.54,1173.71,785.6161842346,774.3951454164,560.4432487488,719.9895591736,707.5744171141,506.6399250031,NA,NA,NA,33,66.625,34,58.6875,33.7,57.6833333333,0
1443.26,1401.5,1167.05,781.6657409668,765.7960137261,555.2920905219,708.2030172909,694.3034739775,498.3900038775,NA,NA,NA,33,66.7222222222,34,58.6470588235,33.7,57.5,0
1433.3,1375.59,1144.44,785.0006390739,767.8580717198,557.1206772748,712.3783820655,697.7742848115,500.4857788086,NA,NA,NA,33,66,34,58.6470588235,33.6666666667,57.4416666667,0
1464.87,1421.03,1188.12,773.927213781,759.3443244485,551.7343570484,701.7806739807,688.5585746766,495.1612892151,NA,NA,NA,33,66,34,58.1875,33.6916666667,57.4666666667,0
1536.21,1488.25,1245.93,784.1077914767,772.6678398981,560.8038601346,726.1066322327,713.3746452331,510.8344535829,NA,NA,NA,33,65.6111111111,34,58,33.6833333333,57.1666666667,0
1533.27,1490.11,1248.82,814.6730562096,800.2806181067,577.9585212258,740.4946971219,726.4146513096,518.7140036189,NA,NA,NA,33,65.7058823529,34,57.8823529412,33.7,57.1833333333,0
1596.15,1550.03,1301.72,817.1889038085,805.1884191175,580.1390919405,746.3067283631,728.9541397094,519.2015190123,NA,NA,NA,33,65.7647058824,34,58,33.7,57.025,0
1513.13,1473.16,1235.16,831.1863975524,819.6926994323,588.6931304932,764.3812459311,751.8468797471,533.7836574976,NA,NA,NA,33,66,34,57.7222222222,33.7,57.1,0
1589.73,1540.45,1288.35,824.0031235639,810.2721916646,581.8313598634,753.6076083714,738.6891343859,525.1973843044,NA,NA,NA,33,65.1764705882,34,57.8333333333,33.6916666667,56.6916666667,0
1660.27,1618.32,1354.18,830.8565996956,818.2778392119,587.2525311638,768.8038725011,755.7928610408,534.8248398725,NA,NA,NA,33,65.0588235294,34,58,33.6833333333,56.7916666667,0
1623.05,1581.01,1321.86,871.0095684345,852.4575852614,606.661283053,793.9735466451,782.1708374022,549.4583524817,NA,NA,NA,33,65.3846153846,34,58,33.7,56.875,0
1535.7,1493.2,1244.12,849.4466050093,831.8980210248,593.4010656022,773.5634189182,759.6698777941,537.2900017632,NA,NA,NA,33,65,34,58,33.7,56.9583333333,0
1479.36,1434.88,1195.12,833.2631416321,818.0380668639,586.5650825501,751.5147132874,739.7229042053,525.0795783998,NA,NA,NA,33,65.25,34,58,33.7,56.975,0
2043.75,1971.93,1606.02,810.7520294191,796.8157119752,574.2385559083,749.8427590762,729.0929026884,519.1700816436,NA,NA,NA,33,65.6875,34,58,33.7,56.9333333333,0
1629.05,1565.31,1300.92,934.1977000507,912.9924639531,629.2758896772,871.3699125397,847.7217335424,573.4770274442,NA,NA,NA,33,65.3529411765,34,58,33.6083333333,57.2833333333,0
1570.11,1515.04,1260.62,849.8626627604,833.2782389324,597.0426676433,789.9417860244,764.1257527668,538.7260437012,NA,NA,NA,33,66.2666666667,34,58.3333333333,33.6,57.4166666667,0
1495.21,1447.26,1202.37,844.2126931584,825.9462926528,591.7164306642,771.473642985,752.7422587077,531.682820638,NA,NA,NA,33,66,34,58,33.6,57.525,0
1540.43,1500.08,1249.2,817.002024931,803.5824405446,580.1740758561,748.1134707802,733.4216886821,521.4685122842,NA,NA,NA,33,66.3529411765,34,58.4210526316,33.6,57.55,0
1533.52,1480.83,1231.3,839.0462036133,824.7845499675,592.8953531902,763.175286187,747.730726454,529.4200625948,NA,NA,NA,33,66,34,58,33.6,56.9666666667,0
1524.24,1477.68,1223.02,829.8040127224,814.9149373371,586.233517117,755.8722724914,742.2864151002,525.7773857117,NA,NA,NA,33,65.3888888889,34,58,33.6,56.9666666667,0
1507.71,1458.31,1204.44,823.7485351561,807.9216037327,582.6576131185,759.0574915269,740.7326552448,525.3655359606,NA,NA,NA,33,65.3333333333,34,57.6470588235,33.6,56.725,0
1482.41,1430.12,1176.96,809.1483154298,796.9473707411,575.4174499513,748.175564236,731.2563883463,518.7639414469,NA,NA,NA,33,65.3888888889,34,58,33.6,56.9833333333,0
1484.79,1434.14,1177.86,805.7070655824,794.0891876221,573.0819549561,740.2630222866,724.646004813,514.5996115548,NA,NA,NA,31.9375,71.6875,34,58,33.6,57.05,0
1535.85,1482.56,1212.21,806.6867438423,793.0139567058,571.4433322482,732.9131300185,720.0664198135,511.0939466687,NA,NA,NA,33,66,34,58,33.6,57.1916666667,0
1540.61,1499.85,1224.89,818.2650828642,806.0054895737,576.3076243682,750.4541097004,736.9204060873,520.936147054,NA,NA,NA,33,66,34,58,33.6166666667,57.225,0
1665.02,1620.93,1319.67,836.429059197,824.0132123163,585.2813361672,770.792860243,751.3871188694,528.4399651422,NA,NA,NA,33,66,34,58,33.6,57.1916666667,0
1744.76,1687.74,1368.4,864.9270773494,847.9175127815,597.3455020681,787.162282308,772.0798916286,538.5948113335,NA,NA,NA,33,66.2352941176,34,58,33.6,57.225,0
1847.77,1790.85,1448.55,874.7089700137,861.2149765912,604.0601303998,805.0446705538,790.1292150161,548.9894193762,NA,NA,NA,33,66.1764705882,34,58,33.6083333333,57.1333333333,0
1799.63,1754.03,1414.35,916.7334018282,898.0535617404,622.8458387588,826.6799567726,810.2095983169,557.7675350414,NA,NA,NA,33,66.3333333333,34,58.4117647059,33.6666666667,57.35,0
1833.74,1783.18,1437.65,908.3266334534,893.939655304,619.7679061889,832.4392659505,810.3647257487,557.9814493815,NA,NA,NA,33,66.875,34,59,33.6583333333,57.6666666667,0
1940.79,1893.27,1522.2,910.1972554524,893.2838507758,619.2355041503,823.0375725242,804.7779217888,553.5769258388,NA,NA,NA,33,66.6111111111,34,59,33.6,57.8,0
1864.12,1815,1453.14,948.6640557182,929.9648946128,637.8486226399,866.9427151151,846.0973578559,575.3078986274,NA,NA,NA,33,66.5,34,58.8888888889,33.6,57.7916666667,0
1894.93,1844.76,1474.78,926.0482618544,909.8426344129,628.154554579,846.6916396198,828.6173993279,566.3786046645,NA,NA,NA,33,66.0555555556,34,58.4117647059,33.6,57.5583333333,0
1887.21,1833.64,1462.96,942.1099344889,924.8656684027,635.9943203395,847.5332031249,829.9936353896,565.9614562989,NA,NA,NA,33,66.2222222222,34,58.8333333333,33.6083333333,57.5333333333,0
1907.14,1856.4,1477.04,940.4025726318,922.9814529418,633.4689636231,856.2148844401,837.2758504232,570.0247599283,NA,NA,NA,33,66.4375,34,59,33.675,57.7166666667,0
2010.77,1961.51,1569.41,938.8981825884,922.4721069336,631.5221270393,860.1435479059,840.105383979,571.1038309733,NA,NA,NA,33,66.2352941176,34,58.6111111111,33.6416666667,57.7916666667,0
2088.13,2023.13,1603.52,966.9017715451,946.7931976324,641.2592391968,892.4624131146,869.8296867817,583.2383530559,NA,NA,NA,33,66,34,58.0588235294,33.6,57.5083333333,0
1879.37,1785.89,1417.07,1007.3399586397,978.0236170153,656.7556870406,915.7052883567,895.7254638674,594.9133572048,NA,NA,NA,33,66,34,58.1666666667,33.6,57.5583333333,0
1801.31,1726.19,1374.58,936.4474182127,898.9487745497,620.8547905816,849.9514878216,819.5556389304,559.4924316406,NA,NA,NA,33,66,34,58.4705882353,33.5333333333,57.6083333333,0
1741.49,1682.07,1341.51,921.6737094455,903.2850002713,626.4571974013,837.3630766028,813.6626730526,557.2191377528,NA,NA,NA,33,66.1111111111,34,59,33.6,58.0666666667,0
1720.81,1659.39,1321.64,905.1577589247,881.9053887261,616.7472466362,814.4026624892,793.0883890789,546.6103346083,NA,NA,NA,33,66.4444444444,34,58.7222222222,33.6,57.8666666667,0
1658.18,1600.56,1273.09,878.7118314856,864.1951222139,606.5781716739,806.3769226075,782.2417526245,540.8751983643,NA,NA,NA,33,66.3529411765,34,58.6875,33.6,57.6916666667,0
1661.7,1605.98,1272.28,863.9648284912,845.8894882203,595.5988349914,790.657085218,769.8534128291,534.1791895815,NA,NA,NA,33,65.9375,34,58,33.6,57.3916666667,0
1562.18,1511.27,1196.47,871.1890833238,853.1813641717,600.3783102596,785.4219801161,767.3194715713,532.4301317002,NA,NA,NA,33,65.8235294118,34,58,33.6,57.0916666667,0
1571.79,1523.55,1206.49,838.1982816809,819.6207167683,579.4434922162,757.5328979493,739.0279922485,516.6777973174,NA,NA,NA,32,71.5294117647,34,58,33.6,57.3166666667,0
1518.88,1461.57,1157.72,829.6056165193,812.5532612048,575.016264263,757.7855394152,738.7256842718,516.2536078558,NA,NA,NA,33,65.8947368421,34,58,33.6,56.9583333333,0
1439.94,1377.53,1091.43,820.5891436408,804.5942634134,572.282018325,740.2489977386,725.7247346577,509.5225894325,NA,NA,NA,33,65.1764705882,34,57.9473684211,33.6,57.1166666667,0
1416.75,1366.04,1078.64,789.6337356566,775.9640197754,553.2266960145,716.6628776998,701.5123793658,495.9368070715,NA,NA,NA,33,65.1875,34,57.1764705882,33.6,56.7166666667,0
1426.71,1371.58,1082.43,782.0229851218,764.5198615578,546.4975585936,706.7531989602,691.2608893899,490.0405865837,NA,NA,NA,33,65.7647058824,34,57.2352941176,33.6,56.6833333333,0
1421.28,1368.79,1079.32,783.8983668276,765.1447914525,546.4095619603,707.4083754596,693.4040311925,490.7824401856,NA,NA,NA,33,65.3684210526,34,57.5294117647,33.6,56.5833333333,0
1416.45,1367.08,1078.07,781.5480232238,767.2435531618,548.1814689636,711.3890075684,696.989250183,493.3408908844,NA,NA,NA,33,65.5,34,57.25,33.6083333333,56.7666666667,0
1415.78,1355.28,1065.74,780.4510210822,766.8882948931,547.3811789121,708.0759468078,693.5669746398,490.2721652986,NA,NA,NA,33,65.2941176471,34,57,33.6166666667,56.4833333333,0
1412.27,1354.49,1064.68,778.5933291787,761.8986623663,544.2491069594,702.6942363538,689.5186125104,488.3246749075,NA,NA,NA,33,65,34,57,33.6916666667,56.3666666667,0
1382.26,1332.73,1049.65,770.4041328429,754.9158287049,540.2187156677,701.7921573415,687.2809340532,486.6909574621,NA,NA,NA,33,65,34,57,33.7,56.35,0
1335.65,1287.99,1012.17,757.8952534994,744.1213582357,534.3001098633,696.42589973,680.1655201632,483.0899532544,NA,NA,NA,33,64.0555555556,34,57,33.6916666667,56.2166666667,0
1325.8,1282.14,1005.26,760.8959350585,746.2073878238,535.6545281661,690.5597031537,674.2331076229,478.6735391055,NA,NA,NA,33,64.9473684211,34,57.0588235294,33.7,56.25,0
1337.96,1288.04,1011.93,749.7080078125,737.5748825074,531.4836959839,681.3247931986,665.8119040095,473.4948425294,NA,NA,NA,33,65.0625,34,56.8823529412,33.7,56.1333333333,0
1310.31,1264.05,993.51,750.446673225,737.7986952838,530.6336490406,679.2087151022,668.1652293486,476.1233412799,NA,NA,NA,33,65.3529411765,34,57.2352941176,33.7,56.3083333333,0
1307.32,1262.69,990.12,745.730304718,731.9404182434,526.1231536866,681.1402926975,665.025817871,473.9253167047,NA,NA,NA,33,65.1875,34,57.0555555556,33.7,56.2333333333,0
1270.52,1228.4,964.55,742.7201131186,729.6958550347,525.8949347602,669.5207252502,654.8898773193,468.0386123658,NA,NA,NA,33,65.2777777778,34,57.1875,33.7,56.5583333333,0
1230.51,1190.02,931.74,733.2930620978,719.953171674,519.5204808853,660.7516975404,646.5397300719,463.2915420533,NA,NA,NA,33,65.0588235294,34,57.125,33.7,56.2833333333,0
1232.92,1189.47,930.21,712.5343261719,701.1287312826,508.4911499024,643.4232536765,632.4884894875,454.4804705451,NA,NA,NA,33,65,34,57.1176470588,33.7,56.2916666667,0
1205.96,1164.87,911.42,716.5114997415,703.3632848402,509.383298986,647.5144258386,632.9820161707,455.1453965131,NA,NA,NA,33,64.9411764706,34,57,33.7,56.1833333333,0
1178.96,1139.27,886.22,683.6795620388,670.5689053005,490.2400122749,633.5481974284,620.2191704644,447.3122321234,NA,NA,NA,33,65.0555555556,34,57.2222222222,33.7,56.525,0
1152.67,1108.72,864.57,691.9053833008,681.9196411132,496.4825988771,626.0013389589,614.7343177795,443.7765197754,NA,NA,NA,33,65.3333333333,34,57,33.7,56.0416666667,0
1115.65,1076.92,833.36,679.4429796007,665.6285129123,486.8421529134,610.5248209635,600.8361307779,435.0919867622,NA,NA,NA,33,64.6111111111,34,56.7777777778,33.7,55.925,0
1135.74,1090.68,843.22,671.5186238605,657.7560424805,480.727561442,605.6121012369,592.2267218696,429.6205834283,NA,NA,NA,33,65.3333333333,34,57,33.7,56.1583333333,0
